geolocation,name,nametype,:@computed_region_nnqa_25f4,fall,year,recclass,reclat,reclong,id,mass,:@computed_region_cbhk_fwbd
"{'type': 'Point', 'coordinates': [39.3, 44.51667]}",Kutais,Valid,,Fell,1977-01-01T00:00:00.000,H5,44.516670,39.300000,12383,23,
"{'type': 'Point', 'coordinates': [76.03333, 10.83333]}",Kuttippuram,Valid,,Fell,1914-01-01T00:00:00.000,L6,10.833330,76.033330,12384,45000,
"{'type': 'Point', 'coordinates': [75.33333, 55.2]}",Kuznetzovo,Valid,,Fell,1932-01-01T00:00:00.000,L6,55.200000,75.333330,12385,4047,
"{'type': 'Point', 'coordinates': [130.63333, 32.03333]}",Kyushu,Valid,,Fell,1886-01-01T00:00:00.000,L6,32.033330,130.633330,12390,45000,
"{'type': 'Point', 'coordinates': [1.75, 47.08333]}",La Bécasse,Valid,,Fell,1879-01-01T00:00:00.000,L6,47.083330,1.750000,12392,2800,
"{'type': 'Point', 'coordinates': [-101.28333, 20.66667]}",La Charca,Valid,,Fell,1878-01-01T00:00:00.000,OC,20.666670,-101.283330,12394,399,
"{'type': 'Point', 'coordinates': [-61.53333, -37.33333]}",La Colina,Valid,,Fell,1924-01-01T00:00:00.000,H5,-37.333330,-61.533330,12395,2000,
"{'type': 'Point', 'coordinates': [-58.16667, -31.23333]}",La Criolla,Valid,,Fell,1985-01-01T00:00:00.000,L6,-31.233330,-58.166670,12396,45000,
"{'type': 'Point', 'coordinates': [5.58333, 44.28333]}",Laborel,Valid,,Fell,1871-01-01T00:00:00.000,H5,44.283330,5.583330,12408,3833,
"{'type': 'Point', 'coordinates': [82.71667, 26.78333]}",Lahrauli,Valid,,Fell,1955-01-01T00:00:00.000,Ureilite,26.783330,82.716670,12433,900,
"{'type': 'Point', 'coordinates': [0.63333, 48.76667]}",L'Aigle,Valid,,Fell,1803-01-01T00:00:00.000,L6,48.766670,0.633330,12434,37000,
,Cumulus Hills 04075,Valid,,Found,2003-01-01T00:00:00.000,Pallasite,,,32531,9.6,
"{'type': 'Point', 'coordinates': [76.03333, 21.86667]}",Lakangaon,Valid,,Fell,1910-01-01T00:00:00.000,Eucrite-mmict,21.866670,76.033330,12435,212.5,
"{'type': 'Point', 'coordinates': [78.56667, 24.45]}",Lalitpur,Valid,,Fell,1887-01-01T00:00:00.000,L6,24.450000,78.566670,12451,372,
"{'type': 'Point', 'coordinates': [1.06667, 47.7]}",Lancé,Valid,,Fell,1872-01-01T00:00:00.000,CO3.5,47.700000,1.066670,12455,51700,
"{'type': 'Point', 'coordinates': [5.11667, 43.75]}",Lancon,Valid,,Fell,1897-01-01T00:00:00.000,H6,43.750000,5.116670,12456,7000,
"{'type': 'Point', 'coordinates': [16.73333, 58.85]}",Långhalsen,Valid,,Fell,1947-01-01T00:00:00.000,L6,58.850000,16.733330,12461,2300,
"{'type': 'Point', 'coordinates': [126.19611, 46.24167]}",Lanxi,Valid,,Fell,1986-01-01T00:00:00.000,L6,46.241670,126.196110,12464,1282,
"{'type': 'Point', 'coordinates': [16.23333, 47.75]}",Lanzenkirchen,Valid,,Fell,1925-01-01T00:00:00.000,L4,47.750000,16.233330,12465,7000,
"{'type': 'Point', 'coordinates': [115.16667, 33.13333]}",Laochenzhen,Valid,,Fell,1987-01-01T00:00:00.000,H5,33.133330,115.166670,12466,14250,
"{'type': 'Point', 'coordinates': [-1.11667, 51.9]}",Launton,Valid,,Fell,1830-01-01T00:00:00.000,L6,51.900000,-1.116670,12740,1060,
"{'type': 'Point', 'coordinates': [51.56667, 52.45]}",Lavrentievka,Valid,,Fell,1938-01-01T00:00:00.000,L6,52.450000,51.566670,12743,800,
"{'type': 'Point', 'coordinates': [0.43333, 47.16667]}",Le Pressoir,Valid,,Fell,1845-01-01T00:00:00.000,H5,47.166670,0.433330,12748,3000,
"{'type': 'Point', 'coordinates': [-0.86667, 48.53333]}",Le Teilleul,Valid,,Fell,1845-01-01T00:00:00.000,Howardite,48.533330,-0.866670,12749,780,
"{'type': 'Point', 'coordinates': [-99.33333, 35.88333]}",Leedey,Valid,608,Fell,1943-01-01T00:00:00.000,L6,35.883330,-99.333330,12755,51500,20
"{'type': 'Point', 'coordinates': [28.36667, -25.66667]}",Leeuwfontein,Valid,,Fell,1912-01-01T00:00:00.000,L6,-25.666670,28.366670,12756,460,
"{'type': 'Point', 'coordinates': [-6.96667, 52.66667]}",Leighlinbridge,Valid,,Fell,1999-01-01T00:00:00.000,L6,52.666670,-6.966670,12759,271.39999999999998,
"{'type': 'Point', 'coordinates': [-87.5, 34.58333]}",Leighton,Valid,1585,Fell,1907-01-01T00:00:00.000,H5,34.583330,-87.500000,12760,877,29
"{'type': 'Point', 'coordinates': [32.85, 52.26667]}",Leonovka,Valid,,Fell,1900-01-01T00:00:00.000,L6,52.266670,32.850000,12765,700,
"{'type': 'Point', 'coordinates': [3.25, 48.35]}",Les Ormes,Valid,,Fell,1857-01-01T00:00:00.000,L6,48.350000,3.250000,12769,125,
"{'type': 'Point', 'coordinates': [4.73333, 50.36667]}",Lesves,Valid,,Fell,1896-01-01T00:00:00.000,L6,50.366670,4.733330,12772,2000,
"{'type': 'Point', 'coordinates': [26.18333, -26.15]}",Lichtenberg,Valid,,Fell,1973-01-01T00:00:00.000,H6,-26.150000,26.183330,14646,4000,
"{'type': 'Point', 'coordinates': [15.86667, 56.65]}",Lillaverke,Valid,,Fell,1930-01-01T00:00:00.000,H5,56.650000,15.866670,14650,6862,
"{'type': 'Point', 'coordinates': [-8.78333, 52.56667]}",Limerick,Valid,,Fell,1813-01-01T00:00:00.000,H5,52.566670,-8.783330,14652,50000,
"{'type': 'Point', 'coordinates': [12.9, 52.75]}",Linum,Valid,,Fell,1854-01-01T00:00:00.000,L6,52.750000,12.900000,14655,1862,
"{'type': 'Point', 'coordinates': [118.98333, 31.63333]}",Lishui,Valid,,Fell,1978-01-01T00:00:00.000,L5,31.633330,118.983330,14659,498,
"{'type': 'Point', 'coordinates': [14.85, 50.2]}",Lissa,Valid,,Fell,1808-01-01T00:00:00.000,L6,50.200000,14.850000,14661,12800,
"{'type': 'Point', 'coordinates': [-92.08333, 37.91667]}",Little Piney,Valid,2171,Fell,1839-01-01T00:00:00.000,L5,37.916670,-92.083330,14664,491,18
"{'type': 'Point', 'coordinates': [26.43333, 56]}",Lixna,Valid,,Fell,1820-01-01T00:00:00.000,H4,56.000000,26.433330,14670,5213,
"{'type': 'Point', 'coordinates': [71.8, 29.53333]}",Lodran,Valid,,Fell,1868-01-01T00:00:00.000,Lodranite,29.533330,71.800000,14675,1000,
"{'type': 'Point', 'coordinates': [72.62667, 26.96556]}",Lohawat,Valid,,Fell,1994-01-01T00:00:00.000,Howardite,26.965560,72.626670,14678,40000,
"{'type': 'Point', 'coordinates': [-77.21163, 38.70066]}",Lorton,Valid,2770,Fell,2010-01-01T00:00:00.000,L6,38.700660,-77.211630,52843,329.7,40
"{'type': 'Point', 'coordinates': [-0.83333, 38]}",Los Martinez,Valid,,Fell,1894-01-01T00:00:00.000,L6,38.000000,-0.833330,14708,25,
"{'type': 'Point', 'coordinates': [-95.15, 36.00833]}",Lost City,Valid,2711,Fell,1970-01-01T00:00:00.000,H5,36.008330,-95.150000,14711,17000,20
"{'type': 'Point', 'coordinates': [-85.75, 38.25]}",Louisville,Valid,1327,Fell,1977-01-01T00:00:00.000,L6,38.250000,-85.750000,14716,1300,36
"{'type': 'Point', 'coordinates': [19.91667, 52]}",Łowicz,Valid,,Fell,1935-01-01T00:00:00.000,Mesosiderite-A3,52.000000,19.916670,14718,59000,
"{'type': 'Point', 'coordinates': [75.15, 24.95]}",Lua,Valid,,Fell,1926-01-01T00:00:00.000,L5,24.950000,75.150000,14721,9241,
"{'type': 'Point', 'coordinates': [0.48333, 47.85]}",Lucé,Valid,,Fell,1768-01-01T00:00:00.000,L6,47.850000,0.483330,14724,3500,
"{'type': 'Point', 'coordinates': [-84.76667, 32.03333]}",Lumpkin,Valid,1567,Fell,1869-01-01T00:00:00.000,L6,32.033330,-84.766670,14753,340,31
"{'type': 'Point', 'coordinates': [103.3, 24.8]}",Lunan,Valid,,Fell,1980-01-01T00:00:00.000,H6,24.800000,103.300000,14754,2520,
"{'type': 'Point', 'coordinates': [13.03333, 56.21667]}",Lundsgård,Valid,,Fell,1889-01-01T00:00:00.000,L6,56.216670,13.033330,14755,11000,
"{'type': 'Point', 'coordinates': [27.7, 61.2]}",Luotolax,Valid,,Fell,1813-01-01T00:00:00.000,Howardite,61.200000,27.700000,14756,885,
"{'type': 'Point', 'coordinates': [5, 46.21667]}",Luponnas,Valid,,Fell,1753-01-01T00:00:00.000,H3-5,46.216670,5.000000,14757,14000,
"{'type': 'Point', 'coordinates': [29.43333, -7.21667]}",Lusaka,Valid,,Fell,1951-01-01T00:00:00.000,Unknown,-7.216670,29.433330,14759,,
"{'type': 'Point', 'coordinates': [97, 19]}",Mabwe-Khoywa,Valid,,Fell,1937-01-01T00:00:00.000,L5,19.000000,97.000000,14764,540,
"{'type': 'Point', 'coordinates': [-36.66667, -5.2]}",Macau,Valid,,Fell,1836-01-01T00:00:00.000,H5,-5.200000,-36.666670,15370,1500,
"{'type': 'Point', 'coordinates': [35.24222, -15.21222]}",Machinga,Valid,,Fell,1981-01-01T00:00:00.000,L6,-15.212220,35.242220,15371,93200,
"{'type': 'Point', 'coordinates': [31.95, -28.83333]}",Macibini,Valid,,Fell,1936-01-01T00:00:00.000,Eucrite-pmict,-28.833330,31.950000,15372,1995,
"{'type': 'Point', 'coordinates': [86.36667, 25.91667]}",Madhipura,Valid,,Fell,1950-01-01T00:00:00.000,L,25.916670,86.366670,15379,1000,
"{'type': 'Point', 'coordinates': [111.53333, -7.75]}",Madiun,Valid,,Fell,1935-01-01T00:00:00.000,L6,-7.750000,111.533330,15380,400,
"{'type': 'Point', 'coordinates': [-3.71667, 40.41667]}",Madrid,Valid,,Fell,1896-01-01T00:00:00.000,L6,40.416670,-3.716670,15382,400,
"{'type': 'Point', 'coordinates': [-49.93333, -26.16667]}",Mafra,Valid,,Fell,1941-01-01T00:00:00.000,L3-4,-26.166670,-49.933330,15383,600,
"{'type': 'Point', 'coordinates': [27.51667, 37.86667]}",Magnesia,Valid,,Fell,1899-01-01T00:00:00.000,"Iron, IAB-sHL",37.866670,27.516670,15386,5000,
"{'type': 'Point', 'coordinates': [31.65, -19.48333]}",Magombedze,Valid,,Fell,1990-01-01T00:00:00.000,H3-5,-19.483330,31.650000,15387,666.6,
"{'type': 'Point', 'coordinates': [95.78333, 27.66667]}",Mahadevpur,Valid,,Fell,2007-01-01T00:00:00.000,H4/5,27.666670,95.783330,47361,70500,
"{'type': 'Point', 'coordinates': [9.38333, 12.83333]}",Maigatari-Danduma,Valid,,Fell,2004-01-01T00:00:00.000,H5/6,12.833330,9.383330,30751,4629,
"{'type': 'Point', 'coordinates': [-104, 32.21667]}",Malaga,Valid,611,Fell,1933-01-01T00:00:00.000,OC,32.216670,-104.000000,15393,150,11
"{'type': 'Point', 'coordinates': [31.75, 9.5]}",Malakal,Valid,,Fell,1970-01-01T00:00:00.000,L5,9.500000,31.750000,15394,2000,
"{'type': 'Point', 'coordinates': [33.51667, -3.13333]}",Malampaka,Valid,,Fell,1930-01-01T00:00:00.000,H,-3.133330,33.516670,15395,470,
"{'type': 'Point', 'coordinates': [-63.23333, -28.93333]}",Malotas,Valid,,Fell,1931-01-01T00:00:00.000,H5,-28.933330,-63.233330,15397,,
"{'type': 'Point', 'coordinates': [26.76667, -29.45]}",Malvern,Valid,,Fell,1933-01-01T00:00:00.000,Eucrite-pmict,-29.450000,26.766670,15400,807,
"{'type': 'Point', 'coordinates': [62.08333, 45.21667]}",Mamra Springs,Valid,,Fell,1927-01-01T00:00:00.000,L6,45.216670,62.083330,15401,1000,
"{'type': 'Point', 'coordinates': [86.7, 23.05]}",Manbhoom,Valid,,Fell,1863-01-01T00:00:00.000,LL6,23.050000,86.700000,15402,1700,
"{'type': 'Point', 'coordinates': [76.1, 20.96667]}",Manegaon,Valid,,Fell,1843-01-01T00:00:00.000,Diogenite,20.966670,76.100000,15403,50,
"{'type': 'Point', 'coordinates': [31.6, -17.65]}",Mangwendi,Valid,,Fell,1934-01-01T00:00:00.000,LL6,-17.650000,31.600000,15405,22300,
"{'type': 'Point', 'coordinates': [44.63333, 45.81667]}",Manych,Valid,,Fell,1951-01-01T00:00:00.000,LL3.4,45.816670,44.633330,15409,3555,
"{'type': 'Point', 'coordinates': [72.08333, 34.23333]}",Mardan,Valid,,Fell,1948-01-01T00:00:00.000,H5,34.233330,72.083330,15414,4500,
,Maria Linden,Valid,,Fell,1925-01-01T00:00:00.000,L4,,,15418,114,
"{'type': 'Point', 'coordinates': [-99.38333, 42.71667]}",Mariaville,Valid,471,Fell,1898-01-01T00:00:00.000,Iron,42.716670,-99.383330,15419,340,19
"{'type': 'Point', 'coordinates': [11.46745, 54.76183]}",Maribo,Valid,,Fell,2009-01-01T00:00:00.000,CM2,54.761830,11.467450,48973,25.81,
"{'type': 'Point', 'coordinates': [29.25, 4.66667]}",Maridi,Valid,,Fell,1941-01-01T00:00:00.000,H6,4.666670,29.250000,15421,3200,
"{'type': 'Point', 'coordinates': [-49.93333, -22.25]}",Marilia,Valid,,Fell,1971-01-01T00:00:00.000,H4,-22.250000,-49.933330,15422,2500,
"{'type': 'Point', 'coordinates': [-91.6, 41.9]}",Marion (Iowa),Valid,287,Fell,1847-01-01T00:00:00.000,L6,41.900000,-91.600000,15424,28400,16
"{'type': 'Point', 'coordinates': [30.5, 61.5]}",Marjalahti,Valid,,Fell,1902-01-01T00:00:00.000,"Pallasite, PMG",61.500000,30.500000,15426,45000,
"{'type': 'Point', 'coordinates': [0.15, 44.5]}",Marmande,Valid,,Fell,1848-01-01T00:00:00.000,L5,44.500000,0.150000,15429,3000,
"{'type': 'Point', 'coordinates': [48.1, -14.2]}",Maromandia,Valid,,Fell,2002-01-01T00:00:00.000,L6,-14.200000,48.100000,15430,6000,
"{'type': 'Point', 'coordinates': [-84.1, 35.8]}",Maryville,Valid,2740,Fell,1983-01-01T00:00:00.000,L6,35.800000,-84.100000,15436,1443,39
"{'type': 'Point', 'coordinates': [1.86667, 45.36667]}",Mascombes,Valid,,Fell,1836-01-01T00:00:00.000,L6,45.366670,1.866670,15438,1000,
"{'type': 'Point', 'coordinates': [0, 0]}",Mason Gully,Valid,,Fell,2010-01-01T00:00:00.000,H5,0.000000,0.000000,53653,24.54,
"{'type': 'Point', 'coordinates': [12.61667, 48.13333]}",Mässing,Valid,,Fell,1803-01-01T00:00:00.000,Howardite,48.133330,12.616670,15443,1600,
"{'type': 'Point', 'coordinates': [13.13333, 48.18333]}",Mauerkirchen,Valid,,Fell,1768-01-01T00:00:00.000,L6,48.183330,13.133330,15446,19000,
"{'type': 'Point', 'coordinates': [57, -20]}",Mauritius,Valid,,Fell,1801-01-01T00:00:00.000,L6,-20.000000,57.000000,15447,220,
"{'type': 'Point', 'coordinates': [12.08333, 8.96667]}",Mayo Belwa,Valid,,Fell,1974-01-01T00:00:00.000,Aubrite,8.966670,12.083330,15451,4850,
"{'type': 'Point', 'coordinates': [-101.68333, 24.68333]}",Mazapil,Valid,,Fell,1885-01-01T00:00:00.000,"Iron, IAB-sLL",24.683330,-101.683330,15453,4000,
"{'type': 'Point', 'coordinates': [30, -1.21667]}",Maziba,Valid,,Fell,1942-01-01T00:00:00.000,L6,-1.216670,30.000000,15454,4975,
"{'type': 'Point', 'coordinates': [34.16667, 1.06667]}",Mbale,Valid,,Fell,1992-01-01T00:00:00.000,L5/6,1.066670,34.166670,15455,150000,
"{'type': 'Point', 'coordinates': [-67.5, -27.25]}",Medanitos,Valid,,Fell,1953-01-01T00:00:00.000,Eucrite-cm,-27.250000,-67.500000,15467,31,
"{'type': 'Point', 'coordinates': [77.8, 29.01667]}",Meerut,Valid,,Fell,1861-01-01T00:00:00.000,H5,29.016670,77.800000,15469,22,
"{'type': 'Point', 'coordinates': [106.88333, -6.23333]}",Meester-Cornelis,Valid,,Fell,1915-01-01T00:00:00.000,H5,-6.233330,106.883330,15470,24750,
"{'type': 'Point', 'coordinates': [13.15, 53.18333]}",Menow,Valid,,Fell,1862-01-01T00:00:00.000,H4,53.183330,13.150000,15485,10500,
"{'type': 'Point', 'coordinates': [7.21817, 46.81867]}",Menziswyl,Valid,,Fell,1903-01-01T00:00:00.000,L5,46.818670,7.218170,15486,28.9,
"{'type': 'Point', 'coordinates': [12.06667, 55.05]}",Mern,Valid,,Fell,1878-01-01T00:00:00.000,L6,55.050000,12.066670,15489,4000,
"{'type': 'Point', 'coordinates': [37.66667, 0]}",Meru,Valid,,Fell,1945-01-01T00:00:00.000,LL6,0.000000,37.666670,15491,6000,
"{'type': 'Point', 'coordinates': [81.98333, 25.48333]}",Merua,Valid,,Fell,1920-01-01T00:00:00.000,H5,25.483330,81.983330,15492,71400,
"{'type': 'Point', 'coordinates': [15.56667, 38.18333]}",Messina,Valid,,Fell,1955-01-01T00:00:00.000,L5,38.183330,15.566670,15495,2405,
"{'type': 'Point', 'coordinates': [11.1, 50.58333]}",Meuselbach,Valid,,Fell,1897-01-01T00:00:00.000,L6,50.583330,11.100000,16626,870,
"{'type': 'Point', 'coordinates': [3.25, 45.76667]}",Mezel,Valid,,Fell,1949-01-01T00:00:00.000,L6,45.766670,3.250000,16627,1300,
"{'type': 'Point', 'coordinates': [25.73333, 46.5]}",Mezö-Madaras,Valid,,Fell,1852-01-01T00:00:00.000,L3.7,46.500000,25.733330,16628,22700,
"{'type': 'Point', 'coordinates': [83.61667, 25.9]}",Mhow,Valid,,Fell,1827-01-01T00:00:00.000,L6,25.900000,83.616670,16629,350,
"{'type': 'Point', 'coordinates': [111.7, 34.8]}",Mianchi,Valid,,Fell,1980-01-01T00:00:00.000,H5,34.800000,111.700000,16631,1100,
"{'type': 'Point', 'coordinates': [-1.16667, 54.56667]}",Middlesbrough,Valid,,Fell,1881-01-01T00:00:00.000,L6,54.566670,-1.166670,16632,1600,
"{'type': 'Point', 'coordinates': [-90.36556, 42.9075]}",Mifflin,Valid,2996,Fell,2010-01-01T00:00:00.000,L5,42.907500,-90.365560,52090,3584,41
"{'type': 'Point', 'coordinates': [30.96667, 48.06667]}",Mighei,Valid,,Fell,1889-01-01T00:00:00.000,CM2,48.066670,30.966670,16634,8000,
"{'type': 'Point', 'coordinates': [133.22, 35.56833]}",Mihonoseki,Valid,,Fell,1992-01-01T00:00:00.000,L6,35.568330,133.220000,16635,6380,
"{'type': 'Point', 'coordinates': [17.53333, 46.23333]}",Mike,Valid,,Fell,1944-01-01T00:00:00.000,L6,46.233330,17.533330,16636,224.2,
"{'type': 'Point', 'coordinates': [16.1, 46.18333]}",Milena,Valid,,Fell,1842-01-01T00:00:00.000,L6,46.183330,16.100000,16640,10000,
"{'type': 'Point', 'coordinates': [120.36667, -26.45]}",Millbillillie,Valid,,Fell,1960-01-01T00:00:00.000,Eucrite-mmict,-26.450000,120.366670,16643,330000,
"{'type': 'Point', 'coordinates': [-92.05, 35.4]}",Miller (Arkansas),Valid,11,Fell,1930-01-01T00:00:00.000,H5,35.400000,-92.050000,16645,16700,15
"{'type': 'Point', 'coordinates': [136.93333, 35.07833]}",Minamino,Valid,,Fell,1632-01-01T00:00:00.000,L,35.078330,136.933330,16692,1040,
"{'type': 'Point', 'coordinates': [14.7, 37.28333]}",Mineo,Valid,,Fell,1826-01-01T00:00:00.000,Pallasite,37.283330,14.700000,16696,42,
"{'type': 'Point', 'coordinates': [120.66667, 32.33333]}",Min-Fan-Zhun,Valid,,Fell,1952-01-01T00:00:00.000,LL6,32.333330,120.666670,16697,5500,
"{'type': 'Point', 'coordinates': [16.6, 47.7]}",Minnichhof,Valid,,Fell,1905-01-01T00:00:00.000,OC,47.700000,16.600000,16700,550,
"{'type': 'Point', 'coordinates': [83.25, 25.68333]}",Mirzapur,Valid,,Fell,1910-01-01T00:00:00.000,L5,25.683330,83.250000,16701,8510,
"{'type': 'Point', 'coordinates': [23, 56.66667]}",Misshof,Valid,,Fell,1890-01-01T00:00:00.000,H5,56.666670,23.000000,16703,5800,
"{'type': 'Point', 'coordinates': [5.93333, 61.73333]}",Mjelleim,Valid,,Fell,1898-01-01T00:00:00.000,H,61.733330,5.933330,16707,100.7,
"{'type': 'Point', 'coordinates': [24.03333, 46.8]}",Mocs,Valid,,Fell,1882-01-01T00:00:00.000,L5-6,46.800000,24.033330,16709,300000,
"{'type': 'Point', 'coordinates': [-101.1, 38.5]}",Modoc (1905),Valid,1290,Fell,1905-01-01T00:00:00.000,L6,38.500000,-101.100000,16711,35000,17
"{'type': 'Point', 'coordinates': [174.4, -39.63333]}",Mokoia,Valid,,Fell,1908-01-01T00:00:00.000,CV3,-39.633330,174.400000,16713,4500,
"{'type': 'Point', 'coordinates': [-1.16667, 38.11667]}",Molina,Valid,,Fell,1858-01-01T00:00:00.000,H5,38.116670,-1.166670,16715,144000,
"{'type': 'Point', 'coordinates': [26.46667, -31.25]}",Molteno,Valid,,Fell,1953-01-01T00:00:00.000,Howardite,-31.250000,26.466670,16717,150,
"{'type': 'Point', 'coordinates': [-102.85833, 31.60833]}",Monahans (1998),Valid,2957,Fell,1998-01-01T00:00:00.000,H5,31.608330,-102.858330,16719,2587,23
"{'type': 'Point', 'coordinates': [-80.5, 35.25]}",Monroe,Valid,636,Fell,1849-01-01T00:00:00.000,H4,35.250000,-80.500000,16720,8600,37
"{'type': 'Point', 'coordinates': [-8.25, 38.01667]}",Monte das Fortes,Valid,,Fell,1950-01-01T00:00:00.000,L5,38.016670,-8.250000,16725,4885,
"{'type': 'Point', 'coordinates': [13.35, 43.26667]}",Monte Milone,Valid,,Fell,1846-01-01T00:00:00.000,L5,43.266670,13.350000,16726,3130,
"{'type': 'Point', 'coordinates': [1.9625, 43.39056]}",Montferré,Valid,,Fell,1923-01-01T00:00:00.000,H5,43.390560,1.962500,16727,149000,
"{'type': 'Point', 'coordinates': [1.58333, 47.63333]}",Montlivault,Valid,,Fell,1838-01-01T00:00:00.000,L6,47.633330,1.583330,16729,500,
"{'type': 'Point', 'coordinates': [27.35, -15.96667]}",Monze,Valid,,Fell,1950-01-01T00:00:00.000,L6,-15.966670,27.350000,16733,,
"{'type': 'Point', 'coordinates': [-79.38333, 35.41667]}",Moore County,Valid,2431,Fell,1913-01-01T00:00:00.000,Eucrite-cm,35.416670,-79.383330,16736,1880,37
"{'type': 'Point', 'coordinates': [-8.33333, 52.45]}",Mooresfort,Valid,,Fell,1810-01-01T00:00:00.000,H5,52.450000,-8.333330,16737,3520,
"{'type': 'Point', 'coordinates': [145.6, -40.975]}",Moorleah,Valid,,Fell,1930-01-01T00:00:00.000,L6,-40.975000,145.600000,16738,8887.5,
"{'type': 'Point', 'coordinates': [78.83333, 28.78333]}",Moradabad,Valid,,Fell,1808-01-01T00:00:00.000,L6,28.783330,78.833330,16740,70,
"{'type': 'Point', 'coordinates': [18.53333, 49.6]}",Morávka,Valid,,Fell,2000-01-01T00:00:00.000,H5,49.600000,18.533330,16742,633,
"{'type': 'Point', 'coordinates': [5.13333, 44.6]}",Mornans,Valid,,Fell,1875-01-01T00:00:00.000,H5,44.600000,5.133330,16747,1300,
"{'type': 'Point', 'coordinates': [10.7, 59.43333]}",Moss,Valid,,Fell,2006-01-01T00:00:00.000,CO3.6,59.433330,10.700000,36592,3763,
"{'type': 'Point', 'coordinates': [77.33333, 26.83333]}",Moti-ka-nagla,Valid,,Fell,1868-01-01T00:00:00.000,H6,26.833330,77.333330,16759,1500,
"{'type': 'Point', 'coordinates': [8.5, 45.2]}",Motta di Conti,Valid,,Fell,1868-01-01T00:00:00.000,H4,45.200000,8.500000,16762,9150,
"{'type': 'Point', 'coordinates': [141.7, -29.8]}",Mount Browne,Valid,,Fell,1902-01-01T00:00:00.000,H6,-29.800000,141.700000,16766,11300,
"{'type': 'Point', 'coordinates': [4.8, 18.7]}",Mount Tazerzait,Valid,,Fell,1991-01-01T00:00:00.000,L5,18.700000,4.800000,16804,110000,
"{'type': 'Point', 'coordinates': [6.86667, 44.08333]}",Mount Vaisi,Valid,,Fell,1637-01-01T00:00:00.000,Stone-uncl,44.083330,6.866670,16805,17000,
"{'type': 'Point', 'coordinates': [33.5, -11.5]}",Mtola,Valid,,Fell,1944-01-01T00:00:00.000,Stone-uncl,-11.500000,33.500000,16820,1100,
"{'type': 'Point', 'coordinates': [77.01667, 12.63333]}",Muddoor,Valid,,Fell,1865-01-01T00:00:00.000,L5,12.633330,77.016670,16841,4400,
"{'type': 'Point', 'coordinates': [80.83333, 9.33333]}",Mulletiwu,Valid,,Fell,1795-01-01T00:00:00.000,L,9.333330,80.833330,16851,25.5,
"{'type': 'Point', 'coordinates': [90.21667, 24.5]}",Muraid,Valid,,Fell,1924-01-01T00:00:00.000,L6,24.500000,90.216670,16874,4703,
"{'type': 'Point', 'coordinates': [145.2, -36.61667]}",Murchison,Valid,,Fell,1969-01-01T00:00:00.000,CM2,-36.616670,145.200000,16875,100000,
"{'type': 'Point', 'coordinates': [-88.1, 36.6]}",Murray,Valid,237,Fell,1950-01-01T00:00:00.000,CM2,36.600000,-88.100000,16882,12600,36
"{'type': 'Point', 'coordinates': [85.53333, 26.13333]}",Muzaffarpur,Valid,,Fell,1964-01-01T00:00:00.000,"Iron, IAB-sHL",26.133330,85.533330,16885,1245,
"{'type': 'Point', 'coordinates': [72.63333, 23.05]}",Myhee Caunta,Valid,,Fell,1842-01-01T00:00:00.000,OC,23.050000,72.633330,16887,,
"{'type': 'Point', 'coordinates': [1, 12]}",Nadiabondi,Valid,,Fell,1956-01-01T00:00:00.000,H5,12.000000,1.000000,16889,8165,
"{'type': 'Point', 'coordinates': [140.06167, 38.12167]}",Nagai,Valid,,Fell,1922-01-01T00:00:00.000,L6,38.121670,140.061670,16890,1810,
"{'type': 'Point', 'coordinates': [78.21667, 26.98333]}",Nagaria,Valid,,Fell,1875-01-01T00:00:00.000,Eucrite-cm,26.983330,78.216670,16892,20,
"{'type': 'Point', 'coordinates': [19.5, 49.16667]}",Nagy-Borové,Valid,,Fell,1895-01-01T00:00:00.000,L5,49.166670,19.500000,16893,6100,
"{'type': 'Point', 'coordinates': [30.35, 31.31667]}",Nakhla,Valid,,Fell,1911-01-01T00:00:00.000,Martian (nakhlite),31.316670,30.350000,16898,10000,
"{'type': 'Point', 'coordinates': [100.08333, 13.73333]}",Nakhon Pathom,Valid,,Fell,1923-01-01T00:00:00.000,L6,13.733330,100.083330,16899,23200,
"{'type': 'Point', 'coordinates': [79.2, 12.28333]}",Nammianthal,Valid,,Fell,1886-01-01T00:00:00.000,H5,12.283330,79.200000,16902,4500,
"{'type': 'Point', 'coordinates': [103.5, 35.66667]}",Nan Yang Pao,Valid,,Fell,1917-01-01T00:00:00.000,L6,35.666670,103.500000,16903,52900,
"{'type': 'Point', 'coordinates': [-77.16667, 38.41667]}",Nanjemoy,Valid,419,Fell,1825-01-01T00:00:00.000,H6,38.416670,-77.166670,16904,7500,45
"{'type': 'Point', 'coordinates': [121.8, 32.11667]}",Nantong,Valid,,Fell,1984-01-01T00:00:00.000,H6,32.116670,121.800000,16907,529,
"{'type': 'Point', 'coordinates': [77, 19.25]}",Naoki,Valid,,Fell,1928-01-01T00:00:00.000,H6,19.250000,77.000000,16908,17000,
"{'type': 'Point', 'coordinates': [51.5, 33.75]}",Naragh,Valid,,Fell,1974-01-01T00:00:00.000,H6,33.750000,51.500000,16909,2700,
"{'type': 'Point', 'coordinates': [150.68889, -34.05]}",Narellan,Valid,,Fell,1928-01-01T00:00:00.000,L6,-34.050000,150.688890,16912,367.5,
